Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
Quoin,"Novotel New Delhi Aerocity,Aerocity, South Delhi", South Delhi,Delhi,"Finger Food,  North Indian,  Italian,  Chinese,  European",4.1,60,3000
Crispy Bites,"Prashant Vihar, North Delhi", North Delhi,Delhi,"North Indian,  Fast Food,  Chinese",3.5,2,500
Drunken Detective,"Indirapuram Habitat Centre,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"Finger Food,  North Indian",3.9,99,1200
Mesa Wine Bistro,"Aerocity, South Delhi", South Delhi,Delhi,European,4,22,1800
Krispy Kreme,"DLF Mall of India,Sector 18, Noida", Noida,Noida,"Desserts,  Doughnuts,  Shakes",3.4,33,400
Monsoon by Cafe Lota,"Worldmark 1,Aerocity, South Delhi", South Delhi,Delhi,Indian Cuisine,4.5,35,2200
Mr. Confectioner,"Pride Plaza Hotel Aerocity,Aerocity, South Delhi", South Delhi,Delhi,Bakery and Confectionary,4.8,4,1000
Pling,"Hotel Pullman New Delhi Aerocity,Aerocity, South Delhi", South Delhi,Delhi,"Finger Food,  North Indian,  Continental",4.1,37,3000
The Flying Dutchman,"Indirapuram Habitat Centre,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"Modern Indian,  North Indian,  Italian,  Chinese,  Continental",4.1,402,1900
Cafe Pride,"Pride Plaza Hotel Aerocity,Aerocity, South Delhi", South Delhi,Delhi,"North Indian,  Continental,  Mediterranean,  Desserts",4,141,3100
Barrack 62 - The Gastropub,"Ascent Biz Hotel,Sector 62, Noida", Noida,Noida,"Finger Food,  North Indian,  Italian,  Chinese,  Continental",4.3,414,2000
Tummy Nation,"Paschim Vihar, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Fast Food",5,2,800
SkyHouse,"Logix City Centre Mall,Sector 32, Noida", Noida,Noida,"Finger Food,  North Indian,  Italian,  Chinese,  Continental",4.2,969,2300
Barbeque Nation,"Unity One Mall,Rohini, North Delhi", North Delhi,Delhi,"North Indian,  Barbecue,  Mughlai",4.5,385,1700
Miam,"Lado Sarai, South Delhi", South Delhi,Delhi,"Bakery and Confectionary,  Desserts",3,2,900
JW Solitaire Restaurant,"NN Mall,Rohini, North Delhi", North Delhi,Delhi,"North Indian,  Chinese,  Continental",4.2,251,1400
Samarkand,"Ganga Shopping Complex,Sector 29, Noida", Noida,Noida,"North Indian,  Mughlai,  Biryani",4.2,244,2200
Vinayak Restaurant,"Rohini, North Delhi", North Delhi,Delhi,"Pizza,  Fast Food",3.8,20,1000
Mughal Punjab,"Vasant Arcade Shopping Complex,Vasant Kunj, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai",4,1,900
Sky Route,"Malik Plaza,Dwarka, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Oriental ,  Fast Food",4,305,2000
Juniper Bar,"Andaz Delhi,Aerocity, South Delhi", South Delhi,Delhi,"North Indian,  European",4.1,11,3500
Red Chilli,"Paschim Vihar, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Mughlai",4.1,169,1500
Red Bricks Cafe,"Champa Gali,Saket, South Delhi", South Delhi,Delhi,"Italian,  Chinese,  Continental,  Fast Food",3.8,131,1000
K3,"JW Mariott Hotel New Delhi Aerocity,Aerocity, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.6,518,3700
W Xyz Bar,"Aloft New Delhi,Aerocity, South Delhi", South Delhi,Delhi,Finger Food,4.2,10,2500
The Creative Kitchen,"Radisson Noida,Sector 55, Noida", Noida,Noida,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Oriental ",4.2,263,3000
Level 2,"The Radisson Blu Hotel,Paschim Vihar, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Mediterranean,  Asian",4.1,161,3200
Roasted,"Roseate House,Aerocity, South Delhi", South Delhi,Delhi,"Bakery and Confectionary,  Coffee,  Tea",4.3,22,2400
Healthy Chef,"Janakpuri, West Delhi", West Delhi,Delhi,"Health Food,  North Indian",4,3,800
Delhi Barbeque,"Taurus Sarovar Portico,Mahipalpur, South Delhi", South Delhi,Delhi,"North Indian,  Barbecue",3.7,70,1500
Imperfecto,"Logix City Centre Mall,Sector 32, Noida", Noida,Noida,"Multi-Cuisine,  North Indian,  Continental,  Mediterranean,  Oriental ,  Fast Food",3.9,847,2400
Chidya Ghar Bar,"Roseate House,Aerocity, South Delhi", South Delhi,Delhi,Modern Indian,4.3,50,4000
The Great Kabab Factory,"Radisson Noida,Sector 55, Noida", Noida,Noida,"North Indian,  Mughlai",4.4,310,3000
Spice It,"ibis New Delhi Aerocity,Aerocity, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Continental",3.7,88,2100
Barcode,"Dwarka, West Delhi", West Delhi,Delhi,"Finger Food,  North Indian,  Italian,  Chinese,  Mexican",4.2,575,1600
Fabcafe by Fabindia,"Starling Edge,Sector 104, Noida", Noida,Noida,"Health Food,  Modern Indian,  North Indian,  Continental",4.3,6,1200
The Culinary Court,"Park Ascent Hotel,Sector 62, Noida", Noida,Noida,"North Indian,  Chinese,  Continental,  Mughlai",4.3,355,2000
Pind Balluchi,"Metro Walk Mall,Rohini, North Delhi", North Delhi,Delhi,"North Indian,  Mughlai",4,381,1700
Krispy Kreme,"Worldmark 1,Aerocity, South Delhi", South Delhi,Delhi,"Desserts,  Doughnuts",3.9,27,400
The Cake Mistri,"Paschim Vihar, West Delhi", West Delhi,Delhi,"Fast Food,  Bakery and Confectionary,  Desserts",5,1,500
Ethyl,"Radisson Noida,Sector 55, Noida", Noida,Noida,Finger Food,5,13,2500
Malt-N-Brew,"Park Ascent Hotel,Sector 62, Noida", Noida,Noida,Finger Food,4.4,15,1200
Chili's American Grill and Bar,"Ambience Mall,DLF Phase - 3, Gurgaon", Gurgaon,Gurgaon,"Mexican,  American,  Italian",4.5,967,2000
Barbeque Nation,"Stellar IT Park,Sector 62, Noida", Noida,Noida,"North Indian,  Barbecue,  Mughlai",4.4,306,1700
Berco's,"Janak Place District Centre,Janakpuri, West Delhi", West Delhi,Delhi,"Chinese,  Thai",4.4,440,1300
Kap?? Restro Bar & Cafe,"Vasant Square Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Continental",4.3,35,1200
The Reader's Cafe,"Indirapuram Habitat Centre,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"Italian,  Continental",4.3,409,1200
Runway1,"Metro Walk Mall,Rohini, North Delhi", North Delhi,Delhi,"North Indian,  Chinese,  Continental",3.5,455,1500
Wood Box Cafe,"Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"Fast Food,  Shakes",4.2,156,800
Big Belly Burger,"Sainik Farms, South Delhi", South Delhi,Delhi,Burger,5,1,500
Channi Pishori Chicken,"Vikaspuri, West Delhi", West Delhi,Delhi,"Chinese,  Mughlai,  Fast Food",4.8,4,400
Delish BBQ,"Jaipuria Plaza,Sector 26, Noida", Noida,Noida,"North Indian,  Chinese",2.7,10,500
Dilli Darbar,"Janak Place District Centre,Janakpuri, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Mughlai",3.9,29,1500
Berco's,"Indirapuram Habitat Centre,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"Chinese,  Thai",4.3,416,1300
I Sacked Newton,"Logix City Centre Mall,Sector 32, Noida", Noida,Noida,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Thai,  Mediterranean,  Japanese,  Oriental ",4.1,1014,1800
Cinnamon Kitchen,"Aditya City Centre,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"North Indian,  Chinese,  Mughlai",4.2,211,1200
Bella Rossa,"Dwarka, West Delhi", West Delhi,Delhi,"North Indian,  Italian,  Chinese",4.3,16,1000
The Shalimar Xpress,"Sahibabad, Ghaziabad", Ghaziabad,Ghaziabad,"North Indian,  Chinese",4,1,800
Punjabi By Nature Express,"Vasant Kunj, South Delhi", South Delhi,Delhi,North Indian,1,1,1100
Savannah Bar,"Radisson Blu Plaza,Mahipalpur, South Delhi", South Delhi,Delhi,Finger Food,4.3,14,2500
Kamboj's,"Sector 37, Noida", Noida,Noida,"North Indian,  Chinese,  Mughlai",4.5,18,800
Cafe After Hours,"City Centre Mall,Dwarka, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,883,1800
The Mint Food,"Rohini, North Delhi", North Delhi,Delhi,"North Indian,  Chinese",5,1,700
Sighri,"Vardhaman Complex,Janakpuri, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Mughlai,  Oriental ",4.6,7,500
Binge,"Stellar IT Park,Sector 62, Noida", Noida,Noida,"North Indian,  Chinese,  Continental",4.3,181,2000
Rababi Food Studio,"Janakpuri, West Delhi", West Delhi,Delhi,"Chinese,  Fast Food,  Waffle",4.4,36,600
The French Oven,"Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"Italian,  Fast Food",3.9,10,700
Berco's,"Metro Walk Mall,Rohini, North Delhi", North Delhi,Delhi,"Chinese,  Thai",4.2,331,1500
Mosaic,"Crowne Plaza,Rohini, North Delhi", North Delhi,Delhi,"Continental,  North Indian,  Chinese",4.3,241,3000
Bites and Brew,"Vikaspuri, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  Italian,  Chinese,  Mexican",3.6,7,1000
Tequila Express,"Vikaspuri, West Delhi", West Delhi,Delhi,"North Indian,  Chinese",4.3,29,1600
Naivedyam,"Sector 63, Noida", Noida,Noida,South Indian,4.3,481,500
Kake Da Hotel,"Vasant Kunj, South Delhi", South Delhi,Delhi,North Indian,4,2,1000
Ching Singh,"Logix City Centre Mall,Sector 32, Noida", Noida,Noida,"Asian,  North Indian,  Chinese,  Thai,  Oriental ",4.1,212,1500
Spinns Family Resto Bar,"PVR Complex,Vikaspuri, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Mughlai",3.9,19,2000
Imperfecto,"Indirapuram Habitat Centre,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"North Indian,  Continental,  Italian,  Chinese,  Mediterranean",3.5,57,2400
Paprika Park,"Indirapuram Habitat Centre,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"North Indian,  Chinese,  Italian,  Continental",3.9,531,1500
Shree Maakhan,"Vikaspuri, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Continental,  South Indian",5,1,400
Pind Balluchi,"Indirapuram Habitat Centre,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"North Indian,  Mughlai",4.1,216,1000
Chanson Mela,"Vikaspuri, West Delhi", West Delhi,Delhi,"North Indian,  Chinese",3.4,23,1200
Taco Bell,"Logix City Centre Mall,Sector 32, Noida", Noida,Noida,"Mexican,  Tex Mex,  Tex Mex",4.5,16,500
Cafe Uncover,"Dwarka, West Delhi", West Delhi,Delhi,"North Indian,  Italian,  Chinese,  Continental",4.2,158,1500
Chick Chicken Barbeque,"Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"North Indian,  Chinese,  Mughlai",5,1,800
Moti Mahal Delux,"Naveen Park,Rajendra Nagar, Ghaziabad", Ghaziabad,Ghaziabad,"North Indian,  Chinese",5,7,900
Sunrise Cafe,"Chhatarpur, South Delhi", South Delhi,Delhi,"North Indian,  Continental,  Chinese,  Fast Food",5,3,900
Pavilion 75,"WelcomHotel,Dwarka, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Oriental ",4.2,324,2500
Hook Pub N Kitchen,"Indirapuram Habitat Centre,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.4,59,1600
The Yellow Chilli,"Sector 63, Noida", Noida,Noida,"North Indian,  Mughlai",4.3,514,2000
Karim's,"The Gallery On MG,MG Road, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai",4.3,99,1800
Chaayos,"Galaxy IT Park,Sector 62, Noida", Noida,Noida,"Street Food,  Tea,  Fast Food",4.5,26,500
The Monarch - Bar Be Que Village,"Indirapuram Habitat Centre,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"North Indian,  Chinese,  Fast Food",4,127,1600
Moti Mahal Delux - Fine Dining & Bar,"Sector 63, Noida", Noida,Noida,"North Indian,  Chinese,  Mughlai",4.3,126,1800
Metro,"Uttam Nagar, West Delhi", West Delhi,Delhi,"Mughlai,  North Indian,  Chinese",4.1,54,800
Mystery of Food Restaurant and Bar,"Eros Market Place,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"North Indian,  Chinese,  Mughlai",4.3,408,1800
Resto Yaaar,"Sector 63, Noida", Noida,Noida,"North Indian,  Chinese,  Fast Food",4.4,31,1200
The Prizm,"Dwarka, West Delhi", West Delhi,Delhi,"North Indian,  Chinese",4.3,87,2000
Giani,"Dwarka, West Delhi", West Delhi,Delhi,"Desserts,  Ice Cream,  Shakes",5,1,400
Cayenne - The House of Spice,"Sector 63, Noida", Noida,Noida,"North Indian,  Oriental ",4.3,70,1700
ABs - Absolute Barbecues,"MGF Metropolis Mall,MG Road, Gurgaon", Gurgaon,Gurgaon,"North Indian,  Mediterranean,  European,  Barbecue,  Seafood",4.5,1080,1800
Theos,"Sector 41, Noida", Noida,Noida,"Desserts,  Bakery and Confectionary,  Fast Food",4.5,216,900
Val Hal La,"Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"North Indian,  Finger Food",4.3,19,1800
Leaf N Loaf,"Sector 62, Noida", Noida,Noida,"Continental,  Health Food",4.4,11,800
Dev's Restaurant & Bar,"TOT Mall,Sector 62, Noida", Noida,Noida,"North Indian,  Chinese,  Asian,  Mughlai",4.1,29,1800
Kiyan,"The Roseate,Samalkha, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Continental,  Thai,  European",4.5,380,4500
Theos,"Starling Mall,Sector 104, Noida", Noida,Noida,"Desserts,  Bakery and Confectionary,  Fast Food",4.4,204,900
Bluemoon Restrobar,"Dwarka, West Delhi", West Delhi,Delhi,"North Indian,  Chinese",5,2,600
Kafe Republic,"Eros Market Place,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"Fast Food,  North Indian,  Italian,  Chinese,  American",4.4,124,900
Unifrost Cafe,"MG Road, South Delhi", South Delhi,Delhi,"Desserts,  Coffee,  Fast Food,  Pizza",4.4,4,700
Drool Kitchen,"Dwarka Sector 10 Metro Station,Dwarka, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,494,2200
Bikkgane Biryani,"Sector 63, Noida", Noida,Noida,"Biryani,  North Indian",4,43,1100
Noon Mirch,"Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,North Indian,4.1,43,1500
Theos,"Sector 50, Noida", Noida,Noida,"Desserts,  Bakery and Confectionary,  Fast Food",4.4,10,900
#3BROS,"Sector 63, Noida", Noida,Noida,"Multi-Cuisine,  Chinese,  Continental,  Thai,  European,  Asian,  Mughlai,  Pizza",3.9,64,1000
Hungry Hackers,"Jaipuria Sunrise Plaza,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,Fast Food,5,1,600
Paul,"Ambience Mall,DLF Phase - 3, Gurgaon", Gurgaon,Gurgaon,"Italian,  Continental,  European,  Desserts,  Bakery and Confectionary,  Coffee",4.5,259,1900
Food Forest,"Chhatarpur, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  South Indian",4.5,6,500
Puratan - Family Restaurant & Bar,"Garg Trade Center,Rohini, North Delhi", North Delhi,Delhi,"North Indian,  Chinese,  Fast Food",3.7,51,1500
La Kababiyaa,"Dwarka, West Delhi", West Delhi,Delhi,"North Indian,  Chinese",4.5,36,900
Khidmat,"Central Market,Sector 50, Noida", Noida,Noida,"North Indian,  Mughlai",4.3,54,1000
Churchill's Cafe,"Pacific Mall,Dwarka, West Delhi", West Delhi,Delhi,"North Indian,  Italian,  Chinese,  Continental",4.4,128,1500
Chaayos,"Sector 50, Noida", Noida,Noida,"Street Food,  Tea,  Fast Food",4.5,2,500
Chili's American Grill and Bar,"Vegas Mall,Dwarka, West Delhi", West Delhi,Delhi,"Mexican,  American,  Italian",4.5,168,2000
Sehat Cafe,"Dwarka, West Delhi", West Delhi,Delhi,"Fast Food,  Health Food,  North Indian,  Chinese",3.9,9,800
Chi Ni,"The Roseate,Samalkha, South Delhi", South Delhi,Delhi,Chinese,4.5,98,5000
Social,"Vegas Mall,Dwarka, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Continental",4.4,144,2000
Cinnamon Courtyard,"Aditya City Centre,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"North Indian,  Continental,  Oriental ",1,1,1500
Dragon Hut,"Jaipuria Sunrise Plaza,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,Chinese,3.6,8,600
Drink N Dine,"Supreme Plaza,Dwarka, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Continental,  European",3.5,40,1900
Chatar Patar,"Uttam Nagar, West Delhi", West Delhi,Delhi,Fast Food,3.7,6,400
Cafe More Life,"Dwarka, West Delhi", West Delhi,Delhi,"Fast Food,  North Indian,  Chinese",3.4,19,600
Hong Kong Express,"Vasant Kunj, South Delhi", South Delhi,Delhi,"Chinese,  Thai",1,1,800
Oye Punjab,"Pankaj Arcade 2,Dwarka, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Mughlai",4.2,158,2000
Cake Palace,"Dwarka, West Delhi", West Delhi,Delhi,"Fast Food,  Bakery and Confectionary,  Desserts",5,1,400
Cafe Delhi Heights,"Ambience Mall,DLF Phase - 3, Gurgaon", Gurgaon,Gurgaon,"Continental,  Modern Indian,  Italian,  American,  Asian",4.4,763,2000
Walking Street,"Sector 29, Gurgaon", Gurgaon,Gurgaon,"North Indian,  Mughlai,  Multi-Cuisine,  Fast Food,  Italian,  Chinese,  Seafood",4.2,351,2200
Cafe Delhi Heights,"Vegas Mall,Dwarka, West Delhi", West Delhi,Delhi,"Modern Indian,  Italian,  Continental,  American",4.5,87,2000
Kake Da Hotel,"Mefcons Plaza,Dwarka, West Delhi", West Delhi,Delhi,North Indian,4.2,17,1000
Cyber Hub Social,"Cyber Hub,DLF Cyber City, Gurgaon", Gurgaon,Gurgaon,"North Indian,  Continental,  American,  Italian,  Oriental ",4.4,819,2000
Pirates Of Grill,"MGF Mega City Mall,MG Road, Gurgaon", Gurgaon,Gurgaon,"North Indian,  Continental,  Mughlai",4.5,736,2000
Thyme,"The Umrao,Samalkha, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Oriental ",4.2,72,3000
Dasaprakash,"Sector 104, Noida", Noida,Noida,"South Indian,  North Indian,  Continental,  Oriental ",4.3,382,800
The Drunken Botanist,"Cyber Hub,DLF Cyber City, Gurgaon", Gurgaon,Gurgaon,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Japanese,  Asian",4.4,705,2600
Maini's Green Leaf,"Sector 78, Noida", Noida,Noida,North Indian,4.3,286,1000
Fire 'N' Ice,"Pankaj Arcade 2,Dwarka, West Delhi", West Delhi,Delhi,"North Indian,  Chinese",4,51,2100
Singla's,"Dwarka, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  South Indian,  Desserts,  Fast Food",3.6,49,800
Shawarma Factory,"Jaipuria Sunrise Plaza,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"Lebanese,  Biryani",2.1,7,700
Routine Affaire,"MG Road, Gurgaon", Gurgaon,Gurgaon,"Continental,  Mexican,  Italian,  American",4.1,69,1800
The Yellow Chilli,"Sector 104, Noida", Noida,Noida,"North Indian,  Mughlai",4.5,226,1800
Kebabs & Kurries,"WelcomHotel,Dwarka, West Delhi", West Delhi,Delhi,"North Indian,  Mughlai",4.4,122,2500
Appetizing Bakes,"Kapashera, South Delhi", South Delhi,Delhi,"Desserts,  Bakery and Confectionary,  Fast Food",5,1,300
Cafe Delhi Heights,"Cyber Hub,DLF Cyber City, Gurgaon", Gurgaon,Gurgaon,"Continental,  Modern Indian,  Italian,  American",4.4,1344,2000
Cheese And More - The Kitchen,"Charmwood Village, Faridabad", Faridabad,Noida,"Fast Food,  Continental,  European,  American",5,4,800
The Chocolate Room,"Dwarka, West Delhi", West Delhi,Delhi,"Desserts,  Italian,  Mexican",3.8,34,1000
Vatika,"Charmwood Village, Faridabad", Faridabad,Noida,"North Indian,  Chinese",3.8,22,1100
Cafe Coffee Bar,"City Centre Mall,Dwarka, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Fast Food",4.2,111,1500
Metro,"Apra Plaza,Dwarka, West Delhi", West Delhi,Delhi,"Mughlai,  North Indian,  Chinese",3.4,17,800
Raajsik,"The Umrao,Samalkha, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Hyderabadi,  Kashmiri,  Rajasthani,  Lucknowi",4.3,9,2000
Symposium,"City Centre Mall,Dwarka, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  European,  Oriental ",4.4,152,2000
United Coffee House Rewind,"Cyber Hub,DLF Cyber City, Gurgaon", Gurgaon,Gurgaon,"Multi-Cuisine,  North Indian,  Continental,  Mediterranean,  European,  Asian",4.4,514,3000
The Saffron Boutique,"Ashirwad Complex,Sector 104, Noida", Noida,Noida,"Multi-Cuisine,  North Indian,  Continental,  Oriental ",4.4,240,1200
Waffles,"The Umrao,Samalkha, South Delhi", South Delhi,Delhi,"Fast Food,  Bakery and Confectionary,  Coffee,  Tea,  Shakes",3.5,2,800
The Great Indian Mela,"Ambience Mall,DLF Phase - 3, Gurgaon", Gurgaon,Gurgaon,"North Indian,  Street Food",3.6,58,1000
Creo,"Vivanta New Delhi,Dwarka, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.5,109,3000
New Kadimi,"Pankaj Arcade,Dwarka, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  South Indian",4.1,217,800
Garam Dharam,"Mohan Nagar, Ghaziabad", Ghaziabad,Ghaziabad,North Indian,3.6,44,1300
Patio,"The Muse Sarovar Portico,Kapashera, South Delhi", South Delhi,Delhi,"Chinese,  Continental,  North Eastern",4.4,10,1600
Punjab Grill,"Ambience Mall,DLF Phase - 3, Gurgaon", Gurgaon,Gurgaon,"North Indian,  Mughlai",4.1,349,2200
Crops And Curries,"Sector 76, Noida", Noida,Noida,"North Indian,  Chinese,  Italian",4.3,46,2000
Berco's,"North Eye Mall,Sector 72, Noida", Noida,Noida,"Chinese,  Thai",4.3,32,1300
Maamouche?? Alchemy Bar,"Starling Mall,Sector 104, Noida", Noida,Noida,"Multi-Cuisine,  North Indian,  Continental,  Lebanese",4.4,175,2000
Pind Balluchi,"K-Shri Plaza,Sector 104, Noida", Noida,Noida,"North Indian,  Mughlai",4,470,1800
Daryaganj,"Ambience Mall,DLF Phase - 3, Gurgaon", Gurgaon,Gurgaon,"North Indian,  Seafood,  Mughlai",4.7,12,2000
Spectra,"The Leela Kempinski Hotel,DLF Phase - 3, Gurgaon", Gurgaon,Gurgaon,"North Indian,  Japanese,  European,  Asian",4.7,158,4000
Berco's,"K-Shri Plaza,Sector 104, Noida", Noida,Noida,"Chinese,  Thai",4.2,221,1300
VietNom,"Cyber Hub,DLF Cyber City, Gurgaon", Gurgaon,Gurgaon,Vietnamese,4.4,209,2500
Barista,"Starling Mall,Sector 104, Noida", Noida,Noida,"Coffee,  Italian,  Continental,  Desserts",4.3,34,600
The Punterhouse Reloaded,"City Centre Mall,Dwarka, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Oriental ",4.1,315,2000
